TeamId, TeamName, SubmissionDate, Score
22530,"Random Forest Sample Submission",8/31/2012 3:24:09 AM,3.84428
22560,"Alexander  Larko",8/31/2012 2:33:15 PM,3.97540
22564,"blueNoYellow!",8/31/2012 5:57:54 PM,3.84753
22572,"ecostats",8/31/2012 6:27:45 PM,3.86608
22576,"luchon",8/31/2012 8:42:56 PM,3.70434
22582,"CarveTheBowl",8/31/2012 8:59:03 PM,275579412989.91500
22582,"CarveTheBowl",8/31/2012 9:01:13 PM,3.85009
22588,"Dave Kincaid",8/31/2012 10:47:03 PM,3.84317
22576,"luchon",9/1/2012 12:10:12 AM,3.51392
22597,"Chonko",9/1/2012 1:46:32 AM,275579412989.91500
22560,"Alexander  Larko",9/1/2012 2:41:06 AM,3.75542
22607,"InvincibleGuy",9/1/2012 2:53:03 AM,3.84428
22560,"Alexander  Larko",9/1/2012 4:04:51 AM,3.72244
22652,"Paheli",9/1/2012 11:07:34 PM,3.84428
22654,"Jason Noriega",9/1/2012 11:18:46 PM,3.82451
22655,"kenny",9/1/2012 11:35:15 PM,3.85105
22655,"kenny",9/1/2012 11:42:50 PM,3.80912
22655,"kenny",9/2/2012 12:56:53 AM,3.70279
22560,"Alexander  Larko",9/2/2012 3:10:05 AM,3.66026
22655,"kenny",9/2/2012 3:54:42 AM,3.66245
22560,"Alexander  Larko",9/2/2012 4:14:46 AM,3.58359
22661,"Rob R.",9/2/2012 4:23:09 AM,4.10400
22678,"최원",9/2/2012 1:11:26 PM,4.30394
22560,"Alexander  Larko",9/3/2012 1:11:58 AM,3.50315
22560,"Alexander  Larko",9/3/2012 12:38:43 PM,3.44472
22564,"blueNoYellow!",9/3/2012 8:02:28 PM,3.76263
22576,"luchon",9/3/2012 8:56:05 PM,3.47153
22564,"blueNoYellow!",9/3/2012 9:15:58 PM,3.63369
22655,"kenny",9/3/2012 10:32:47 PM,3.65737
22655,"kenny",9/3/2012 10:44:11 PM,3.53666
22572,"ecostats",9/3/2012 10:44:21 PM,3.43631
22654,"Jason Noriega",9/4/2012 12:28:59 AM,3.81618
22773,"ruf",9/4/2012 1:15:10 AM,3.83941
22654,"Jason Noriega",9/4/2012 2:25:31 AM,3.67453
22779,"theanarcrist",9/4/2012 4:44:33 AM,3.60200
22794,"Mike Chen",9/4/2012 8:52:17 AM,4.92175
22805,"waronzevon",9/4/2012 1:18:54 PM,3.51937
22736,"Ivan Smirnov",9/4/2012 1:19:05 PM,78.96087
22807,"Night Angel",9/4/2012 2:09:52 PM,1771.38695
22805,"waronzevon",9/4/2012 2:33:41 PM,3.50560
22560,"Alexander  Larko",9/4/2012 3:38:25 PM,3.41983
22820,"leo_roars",9/4/2012 4:20:32 PM,275554395768.26300
22820,"leo_roars",9/4/2012 4:54:12 PM,13.95675
22832,"YetiMan",9/4/2012 6:38:58 PM,3.58961
22843,"Jason Karpeles",9/4/2012 9:54:14 PM,7.18009
22844,"Andrew Beam",9/4/2012 10:43:40 PM,4.56261
22848,"AKalytics",9/5/2012 12:24:38 AM,3.88435
22807,"Night Angel",9/5/2012 12:57:37 AM,3.86147
22807,"Night Angel",9/5/2012 1:08:20 AM,3.84155
22844,"Andrew Beam",9/5/2012 2:01:55 AM,3.84240
22654,"Jason Noriega",9/5/2012 2:09:07 AM,3.65802
22820,"leo_roars",9/5/2012 3:07:30 AM,3.80083
22654,"Jason Noriega",9/5/2012 3:11:05 AM,3.53868
22843,"Jason Karpeles",9/5/2012 3:34:27 AM,3.62140
22736,"Ivan Smirnov",9/5/2012 3:56:43 AM,4.34452
22736,"Ivan Smirnov",9/5/2012 4:14:44 AM,3.51238
22779,"theanarcrist",9/5/2012 8:31:42 AM,3.43031
22582,"CarveTheBowl",9/5/2012 9:42:37 AM,3.57993
22868,"razgon",9/5/2012 10:59:21 AM,3.83659
22868,"razgon",9/5/2012 11:30:54 AM,3.76567
22820,"leo_roars",9/5/2012 3:02:35 PM,3.79293
22876,"LaurenBChicago",9/5/2012 3:52:11 PM,4.17877
22876,"LaurenBChicago",9/5/2012 3:54:28 PM,4.17877
22582,"CarveTheBowl",9/5/2012 4:47:30 PM,3.57340
22884,"tomato",9/5/2012 5:17:18 PM,3.84428
22832,"YetiMan",9/5/2012 8:48:01 PM,3.56407
22904,"Brian",9/5/2012 9:32:26 PM,3.99953
22576,"luchon",9/5/2012 9:45:04 PM,3.46436
22904,"Brian",9/5/2012 9:52:22 PM,3.70663
22576,"luchon",9/5/2012 10:05:29 PM,3.39050
22904,"Brian",9/6/2012 12:07:09 AM,3.63313
22654,"Jason Noriega",9/6/2012 12:48:05 AM,3.47361
22843,"Jason Karpeles",9/6/2012 1:13:07 AM,3.35568
22654,"Jason Noriega",9/6/2012 3:05:32 AM,3.41109
22939,"Godel & An apple a day",9/6/2012 5:17:12 AM,4.90108
22962,"phil1985",9/6/2012 10:45:03 AM,4.30624
22832,"YetiMan",9/6/2012 12:19:01 PM,3.31663
22560,"Alexander  Larko",9/6/2012 1:15:14 PM,3.39733
22560,"Alexander  Larko",9/6/2012 3:35:00 PM,3.37437
22805,"waronzevon",9/6/2012 5:35:37 PM,3.36875
22582,"CarveTheBowl",9/6/2012 7:50:27 PM,3.47756
23019,"Paweł",9/6/2012 9:48:55 PM,4.78578
22844,"Andrew Beam",9/6/2012 9:57:58 PM,3.70695
23026,"Karl Lewin",9/6/2012 10:09:06 PM,4.31868
22939,"Godel & An apple a day",9/6/2012 10:14:55 PM,3.96707
23026,"Karl Lewin",9/6/2012 10:37:40 PM,4.26377
23030,"Sean Owen",9/6/2012 10:56:07 PM,4.65851
23032,"bob",9/6/2012 11:31:42 PM,3.84428
