TeamId, TeamName, SubmissionDate, Score
5085,"All 1's Benchmark",6/28/2011 2:41:39 PM,1.513011
5086,"All Zeros Benchmark",6/28/2011 2:43:43 PM,1.795612
5092,"Optimized Constant Value Benchmark",6/28/2011 3:29:08 PM,1.477080
5095,"platypus",6/28/2011 10:36:14 PM,1.513011
5099,"Twan van Laarhoven",6/29/2011 1:28:25 PM,1.142321
5099,"Twan van Laarhoven",6/29/2011 9:28:30 PM,1.126645
5099,"Twan van Laarhoven",6/30/2011 12:57:12 AM,1.004527
5131,"docmartian",7/1/2011 2:02:51 AM,2.649117
5131,"docmartian",7/1/2011 2:21:16 AM,1.795612
5132,"Pedro Alcocer",7/1/2011 3:04:31 AM,2.231163
5132,"Pedro Alcocer",7/1/2011 10:12:24 AM,1.126645
5141,"Most Recent 5 Months Benchmark",7/1/2011 6:22:21 PM,1.126645
5142,"gabormakrai",7/1/2011 7:23:36 PM,1.513011
5143,"SoNet",7/1/2011 7:26:04 PM,2.019254
5143,"SoNet",7/1/2011 7:28:41 PM,1.479087
5142,"gabormakrai",7/1/2011 8:45:56 PM,1.226517
5156,"az-team",7/2/2011 11:49:15 AM,1.126645
5157,"TiLuTeam",7/2/2011 2:33:31 PM,1.397680
5158,"Willem Mestrom",7/2/2011 2:51:27 PM,1.188686
5156,"az-team",7/2/2011 3:34:52 PM,0.996102
5112,"Team Zissou",7/2/2011 8:27:12 PM,1.321606
5159,"GroundsKeeper Willie",7/2/2011 9:27:33 PM,0.983190
5158,"Willem Mestrom",7/3/2011 5:01:56 AM,0.986521
5111,"kngpengwin",7/3/2011 5:11:34 AM,1.823748
5111,"kngpengwin",7/3/2011 5:56:56 AM,1.449798
5157,"TiLuTeam",7/3/2011 7:16:14 AM,1.107918
5156,"az-team",7/3/2011 1:48:27 PM,0.969718
5162,"GoldenSection",7/3/2011 5:25:56 PM,1.479087
5157,"TiLuTeam",7/4/2011 7:10:29 AM,1.092171
5131,"docmartian",7/4/2011 4:07:56 PM,1.662394
5131,"docmartian",7/5/2011 12:21:28 AM,1.658762
5111,"kngpengwin",7/6/2011 4:46:04 AM,1.126329
5189,"Optimism man!",7/6/2011 2:29:32 PM,1.893035
5195,"valtron",7/7/2011 2:24:26 AM,1.048400
5213,"wwgd1",7/7/2011 9:22:40 PM,1.765857
5215,"spartans",7/8/2011 2:34:19 AM,2.282475
5215,"spartans",7/8/2011 2:38:40 AM,2.143372
5216,"sparty",7/8/2011 2:45:00 AM,2.143372
5216,"sparty",7/8/2011 2:51:22 AM,1.638687
5218,"state",7/8/2011 3:08:21 AM,2.171913
5218,"state",7/8/2011 3:09:57 AM,2.143372
5129,"SaDa",7/8/2011 3:30:27 AM,0.960300
5221,"Naddiseo",7/8/2011 3:57:23 AM,0.958326
5222,"zubi",7/8/2011 4:03:19 AM,1.126645
5223,"zubidubi",7/8/2011 4:12:11 AM,1.107616
5223,"zubidubi",7/8/2011 4:32:53 AM,1.050010
5224,"dodo",7/8/2011 5:03:25 AM,1.513221
5224,"dodo",7/8/2011 5:21:35 AM,1.211792
5129,"SaDa",7/8/2011 5:22:56 AM,0.958735
5230,"PiZi",7/8/2011 8:48:21 AM,1.795612
5099,"Twan van Laarhoven",7/8/2011 2:29:38 PM,0.930756
5213,"wwgd1",7/8/2011 3:08:24 PM,1.728562
5158,"Willem Mestrom",7/8/2011 6:07:54 PM,0.899836
5109,"BB",7/8/2011 7:24:33 PM,1.802336
5109,"BB",7/8/2011 8:26:26 PM,1.463282
5130,"acompa",7/8/2011 10:58:09 PM,2.710931
5130,"acompa",7/8/2011 11:49:39 PM,2.476095
5129,"SaDa",7/9/2011 12:02:44 AM,0.958340
5237,"musically_ut",7/9/2011 12:58:43 AM,1.262380
5213,"wwgd1",7/9/2011 2:30:17 AM,1.578946
5218,"state",7/9/2011 3:28:29 AM,1.192037
5189,"Optimism man!",7/9/2011 7:36:26 AM,0.996263
5237,"musically_ut",7/9/2011 12:28:34 PM,0.934070
5099,"Twan van Laarhoven",7/9/2011 3:10:56 PM,0.892811
5195,"valtron",7/9/2011 9:41:46 PM,0.920760
5243,"saman",7/10/2011 10:26:49 AM,1.513011
5240,"amedhat",7/10/2011 11:10:35 AM,1.141195
5213,"wwgd1",7/11/2011 3:51:37 AM,1.126629
5264,"garryduff",7/11/2011 12:07:58 PM,1.363286
5264,"garryduff",7/11/2011 12:10:41 PM,1.298453
5142,"gabormakrai",7/11/2011 12:11:54 PM,1.170551
5264,"garryduff",7/12/2011 8:47:26 AM,1.126647
5273,"piiswrong",7/12/2011 10:36:17 AM,1.513011
5276,"statking",7/12/2011 12:30:12 PM,1.159670
5276,"statking",7/12/2011 1:17:13 PM,1.004404
5278,"maternaj",7/12/2011 2:33:47 PM,1.126645
5109,"BB",7/12/2011 8:45:11 PM,1.276777
5215,"spartans",7/12/2011 11:29:27 PM,1.461103
5215,"spartans",7/12/2011 11:39:01 PM,1.426614
5264,"garryduff",7/13/2011 12:05:27 AM,1.032099
5264,"garryduff",7/13/2011 1:24:19 AM,0.983366
5189,"Optimism man!",7/13/2011 12:37:34 PM,0.907410
5189,"Optimism man!",7/13/2011 1:05:19 PM,0.897558
5131,"docmartian",7/13/2011 7:39:36 PM,1.624582
5264,"garryduff",7/14/2011 12:07:52 AM,0.980887
5276,"statking",7/14/2011 9:20:47 AM,0.995014
5276,"statking",7/14/2011 9:30:12 AM,0.994678
5319,"dstjacques",7/15/2011 2:12:12 AM,2.323001
5319,"dstjacques",7/15/2011 3:14:43 AM,1.419848
5109,"BB",7/15/2011 3:53:34 AM,1.158304
5264,"garryduff",7/15/2011 10:16:05 AM,0.966568
5264,"garryduff",7/15/2011 10:19:22 AM,0.944260
5157,"TiLuTeam",7/16/2011 12:09:38 AM,1.053136
5273,"piiswrong",7/16/2011 2:04:44 AM,1.146177
