TeamId, TeamName, SubmissionDate, Score
18755,"Uniform Benchmark",6/14/2012 5:35:40 PM,3.38891
18756,"Logistic Regression Benchmark",6/14/2012 5:41:28 PM,3.21066
18932,"Random Forest Benchmark",6/17/2012 11:08:49 AM,3.90846
18938,"Naive Bayes Benchmark",6/17/2012 12:16:24 PM,5.83348
18994,"InvincibleGuy",6/18/2012 9:03:02 PM,3.21066
19081,"carter",6/20/2012 6:24:56 AM,3.21066
19093,"Bogdanovist",6/20/2012 11:31:09 AM,3.21066
19096,"Audaque",6/20/2012 12:19:47 PM,3.40988
19130,"makagan",6/21/2012 2:01:49 AM,4.05138
19096,"Audaque",6/21/2012 3:01:56 AM,3.40565
19130,"makagan",6/22/2012 12:58:04 AM,2.41404
19130,"makagan",6/22/2012 3:55:08 AM,2.13716
19096,"Audaque",6/22/2012 9:05:39 AM,1.87282
19096,"Audaque",6/22/2012 9:59:12 AM,1.17010
19195,"Chetan Nichkawde",6/22/2012 10:38:01 AM,5.33129
19203,"liuyipei",6/22/2012 12:14:37 PM,34.20126
19098,"forever",6/23/2012 2:30:01 PM,27.18112
19098,"forever",6/23/2012 2:39:16 PM,4.57471
19269,"Bing Hsu & Sashi & Drago",6/23/2012 4:50:05 PM,34.22849
19269,"Bing Hsu & Sashi & Drago",6/23/2012 4:55:18 PM,5.22159
19300,"Blazej Wieliczko",6/23/2012 10:23:21 PM,0.50499
19304,"antinucleon",6/23/2012 11:09:54 PM,5.22995
19304,"antinucleon",6/23/2012 11:28:11 PM,3.45239
19096,"Audaque",6/24/2012 3:22:13 AM,1.15587
19096,"Audaque",6/24/2012 4:37:57 AM,0.70841
19321,"Calibrated Naive Bayes Benchmark",6/24/2012 6:30:03 AM,0.89247
19269,"Bing Hsu & Sashi & Drago",6/24/2012 7:04:51 AM,3.79130
19064,"Data Narwhals",6/24/2012 8:03:33 AM,9.66774
19269,"Bing Hsu & Sashi & Drago",6/24/2012 8:46:16 AM,2.20058
19064,"Data Narwhals",6/24/2012 11:53:20 PM,1.58172
19096,"Audaque",6/25/2012 10:17:57 AM,0.65867
19269,"Bing Hsu & Sashi & Drago",6/25/2012 4:32:14 PM,1.59003
19304,"antinucleon",6/25/2012 4:36:22 PM,2.72428
19096,"Audaque",6/26/2012 6:53:19 AM,0.65839
19300,"Blazej Wieliczko",6/26/2012 2:10:38 PM,0.38588
19300,"Blazej Wieliczko",6/26/2012 10:05:45 PM,0.38103
19064,"Data Narwhals",6/27/2012 1:45:21 AM,1.13455
19269,"Bing Hsu & Sashi & Drago",6/27/2012 2:59:54 AM,1.30026
19304,"antinucleon",6/27/2012 3:12:12 AM,1.34904
19304,"antinucleon",6/27/2012 3:25:10 AM,1.28125
19096,"Audaque",6/27/2012 7:40:54 AM,0.65271
19468,"BorkBork",6/27/2012 8:46:06 PM,2.14496
19269,"Bing Hsu & Sashi & Drago",6/28/2012 4:22:28 AM,1.27450
19096,"Audaque",6/28/2012 7:09:41 AM,0.60698
19491,"zin.rsh",6/28/2012 1:02:49 PM,4.87843
19483,"tsundokum",6/28/2012 9:27:54 PM,0.87661
19064,"Data Narwhals",6/29/2012 1:49:48 AM,1.10635
19531,"coffeevector",6/29/2012 7:08:10 AM,4.57471
19405,"claesenm",6/29/2012 4:11:08 PM,1.04645
19405,"claesenm",6/29/2012 5:45:57 PM,1.01776
19405,"claesenm",6/30/2012 12:03:13 AM,0.78256
19405,"claesenm",6/30/2012 8:52:33 AM,0.60199
19531,"coffeevector",6/30/2012 10:14:31 PM,3.38891
19468,"BorkBork",7/1/2012 3:23:06 AM,0.63017
19468,"BorkBork",7/1/2012 9:02:42 AM,0.56257
19644,"magicshine",7/2/2012 8:05:44 AM,5.43566
19644,"magicshine",7/2/2012 11:41:04 AM,4.47762
19064,"Data Narwhals",7/2/2012 3:07:20 PM,0.68329
19655,"fuzzybeam",7/2/2012 4:31:38 PM,31.37546
19405,"claesenm",7/3/2012 1:07:27 AM,0.59520
19656,"ULjubljana",7/3/2012 9:57:57 AM,0.45808
19789,"mkseo",7/4/2012 11:57:51 AM,3.21066
19810,"cs224w",7/4/2012 8:51:03 PM,4.57252
19655,"fuzzybeam",7/5/2012 1:29:05 PM,1.94741
19861,"Bruce Cragin",7/6/2012 4:07:32 AM,3.02762
19872,"cs276",7/6/2012 4:55:00 PM,8.20919
19872,"cs276",7/6/2012 5:08:10 PM,3.21168
19874,"Coursera-ML",7/6/2012 5:22:48 PM,3.20973
19874,"Coursera-ML",7/6/2012 5:38:14 PM,3.20830
19927,"Ed Ramsden",7/8/2012 1:05:45 AM,1.36184
19269,"Bing Hsu & Sashi & Drago",7/8/2012 4:39:18 PM,1.02188
19269,"Bing Hsu & Sashi & Drago",7/8/2012 5:18:26 PM,0.92445
19418,"lamkelf",7/8/2012 8:15:50 PM,3.20465
19418,"lamkelf",7/8/2012 8:40:27 PM,3.07042
19531,"coffeevector",7/8/2012 9:51:16 PM,3.13702
19096,"Audaque",7/9/2012 2:18:30 AM,0.44223
19977,"Jason Karpeles",7/9/2012 1:13:35 PM,4.42104
19977,"Jason Karpeles",7/9/2012 1:19:07 PM,1.89846
19981,"Gnanasekar A S",7/9/2012 4:33:22 PM,3.38891
19981,"Gnanasekar A S",7/9/2012 4:47:55 PM,3.21066
19984,"Lover",7/9/2012 8:36:51 PM,3.70223
19483,"tsundokum",7/9/2012 9:04:57 PM,0.40526
19998,"student2012",7/10/2012 3:20:58 AM,0.86920
19493,"ApesTeam",7/10/2012 6:36:12 PM,9.45521
