TeamId, TeamName, SubmissionDate, Score
16497,"column means",5/1/2012 11:51:48 PM,1.20730
16499,"Random Forest Benchmark",5/1/2012 11:56:48 PM,0.80851
16644,"dynamic24",5/4/2012 11:00:59 PM,0.94595
16644,"dynamic24",5/4/2012 11:41:09 PM,0.85169
16659,"Ghazian",5/5/2012 3:08:11 AM,3.20161
16659,"Ghazian",5/5/2012 3:20:34 AM,3.16964
16660,"NS",5/5/2012 3:54:34 AM,0.88942
16660,"NS",5/5/2012 4:12:12 AM,0.80309
16662,"Killian O'Connor",5/5/2012 5:08:23 AM,0.79209
16663,"Thundercats",5/5/2012 5:09:11 AM,1.20730
16665,"shali",5/5/2012 5:17:07 AM,1.17436
16668,"Alexander  Larko",5/5/2012 6:21:00 AM,0.70767
16672,"bfs",5/5/2012 8:48:11 AM,0.96077
16674,"joshnk",5/5/2012 9:24:09 AM,3.36448
16674,"joshnk",5/5/2012 9:30:31 AM,1.18910
16672,"bfs",5/5/2012 10:40:43 AM,0.90056
16644,"dynamic24",5/5/2012 10:49:49 AM,0.80767
16678,"mrogan81",5/5/2012 11:10:57 AM,0.76732
16679,"DuckTile",5/5/2012 11:22:57 AM,0.80770
16682,"PlanetThanet & Stefan Henß & SirGuessalot",5/5/2012 12:43:23 PM,0.76924
16681,"Efimov + Bers",5/5/2012 12:43:49 PM,0.81129
16668,"Alexander  Larko",5/5/2012 12:52:03 PM,0.64302
16684,"NoTrick",5/5/2012 2:11:55 PM,1.34669
16686,"Foxtrot",5/5/2012 2:41:13 PM,0.80890
16684,"NoTrick",5/5/2012 2:42:01 PM,0.84591
16692,"Adam",5/5/2012 4:57:54 PM,1.51343
16694,"jsf",5/5/2012 4:59:13 PM,0.73555
16699,"Bjorn",5/5/2012 6:06:43 PM,0.90258
16702,"Herra Huu",5/5/2012 7:02:42 PM,0.80647
16702,"Herra Huu",5/5/2012 8:07:14 PM,0.71884
16682,"PlanetThanet & Stefan Henß & SirGuessalot",5/5/2012 8:11:48 PM,0.73122
16692,"Adam",5/5/2012 9:17:31 PM,0.79903
16707,"b.pop",5/5/2012 10:38:33 PM,1.56779
16682,"PlanetThanet & Stefan Henß & SirGuessalot",5/5/2012 10:43:51 PM,0.64899
