TeamId, TeamName, SubmissionDate, Score
19451,"JakeM",6/28/2012 4:27:29 AM,0.62873
19451,"JakeM",6/28/2012 9:11:01 PM,0.62898
19451,"JakeM",6/29/2012 12:02:27 AM,0.63273
19451,"JakeM",6/29/2012 5:00:52 AM,0.64777
19451,"JakeM",6/30/2012 12:00:48 AM,0.64808
19451,"JakeM",6/30/2012 2:26:23 AM,0.65396
19451,"JakeM",7/2/2012 8:00:00 PM,0.65754
19451,"JakeM",7/2/2012 8:27:55 PM,0.65803
19767,"48917",7/4/2012 4:21:48 AM,0.00755
19836,"Stefan Henß & SirGuessalot",7/5/2012 1:09:52 PM,0.65630
19748,"Martin Machnica",7/5/2012 7:47:44 PM,0.14674
19725,"icannhas",7/6/2012 11:49:54 AM,0.11734
19904,"Fighting Mongooses",7/7/2012 4:20:37 AM,0.30234
19906,"Aleksandra ",7/7/2012 5:59:32 AM,0.14677
19906,"Aleksandra ",7/7/2012 6:13:26 AM,0.15574
19941,"Hollander",7/8/2012 11:11:12 AM,0.07286
19725,"icannhas",7/8/2012 5:02:50 PM,0.13192
19979,"Dominique",7/9/2012 4:08:03 PM,0.00656
19804,"Germán",7/10/2012 4:24:01 PM,0.00805
20023,"Max Patterman",7/10/2012 7:16:14 PM,0.00442
20023,"Max Patterman",7/10/2012 7:27:51 PM,0.06326
20055,"DPSIM",7/11/2012 9:08:33 AM,0.08125
20055,"DPSIM",7/11/2012 9:12:54 AM,0.08695
19451,"JakeM",7/12/2012 9:51:35 PM,0.67792
19836,"Stefan Henß & SirGuessalot",7/14/2012 5:08:16 AM,0.68479
19836,"Stefan Henß & SirGuessalot",7/16/2012 3:56:04 AM,0.69106
20055,"DPSIM",7/16/2012 7:28:59 AM,0.08881
19725,"icannhas",7/16/2012 5:53:14 PM,0.14288
19725,"icannhas",7/17/2012 2:33:25 AM,0.14932
20271,"Length Benchmark",7/17/2012 2:56:15 AM,0.32335
20272,"Bag of Words Benchmark",7/17/2012 2:57:55 AM,0.64554
20273,"Human Benchmark",7/17/2012 3:00:04 AM,0.90013
19856,"pplatypus & Leustagos & 73841",7/17/2012 5:56:23 AM,0.69183
19426,"KovacsTZ",7/17/2012 9:57:38 AM,0.68923
19547,"Educational Testing Service",7/17/2012 1:13:21 PM,0.61267
19547,"Educational Testing Service",7/17/2012 1:25:37 PM,0.64562
20214,"94592",7/17/2012 2:36:56 PM,0.62170
20290,"Dutchies",7/17/2012 3:47:35 PM,0.54721
19399,"binghsu & harriken & nitrillo",7/17/2012 5:21:18 PM,0.69220
19550,"Fantastico",7/17/2012 5:31:29 PM,0.62541
19621,"Qitika",7/17/2012 6:02:04 PM,0.47049
20199,"vsu",7/17/2012 6:44:18 PM,0.66596
20199,"vsu",7/17/2012 8:01:57 PM,0.70827
20026,"timbit",7/17/2012 8:30:55 PM,0.62102
20026,"timbit",7/17/2012 8:39:41 PM,0.62160
19836,"Stefan Henß & SirGuessalot",7/17/2012 8:44:52 PM,0.73707
20216,"skår",7/17/2012 9:54:18 PM,0.64782
19978,"Measurement Incorporated",7/17/2012 11:23:43 PM,0.59338
20311,"27920",7/18/2012 3:02:25 AM,0.27970
19449,"TeamSMRT",7/18/2012 3:31:41 AM,0.67569
19946,"76850",7/18/2012 5:29:24 AM,0.62810
19833,"panda ATTACK!!!",7/18/2012 7:08:02 AM,0.62830
19866,"rnid",7/18/2012 7:42:01 AM,0.66071
19866,"rnid",7/18/2012 7:43:06 AM,0.66115
19797,"Gxav",7/18/2012 8:20:21 AM,0.75641
19797,"Gxav",7/18/2012 8:38:20 AM,0.75683
19803,"Dmitry Efimov",7/18/2012 9:32:22 AM,0.69597
19725,"icannhas",7/18/2012 1:14:51 PM,0.61104
19978,"Measurement Incorporated",7/18/2012 2:11:23 PM,0.73922
20326,"Vlad Quant",7/18/2012 2:52:37 PM,0.63616
19451,"JakeM",7/18/2012 4:34:13 PM,0.70139
19451,"JakeM",7/18/2012 5:34:58 PM,0.72513
19736,"As High As Honor",7/18/2012 7:59:00 PM,0.67645
19706,"Brad Preston",7/18/2012 8:19:27 PM,0.67539
19706,"Brad Preston",7/18/2012 8:44:57 PM,0.67555
19856,"pplatypus & Leustagos & 73841",7/18/2012 11:01:12 PM,0.71619
19978,"Measurement Incorporated",7/18/2012 11:05:59 PM,0.74667
19437,"JJJ",7/18/2012 11:33:23 PM,0.69111
19741,"thebusyant",7/19/2012 12:48:40 AM,0.44459
20351,"TheNewLearning",7/19/2012 1:40:32 AM,0.53219
19752,"NoisyServer",7/19/2012 2:13:17 AM,0.65780
19968,"bob",7/19/2012 2:47:04 AM,0.68629
