TeamId, TeamName, SubmissionDate, Score
18093,"Random Benchmark",6/5/2012 4:12:18 PM,0.00000
18094,"Breadth-First Search Benchmark",6/5/2012 4:13:38 PM,0.09132
18096,"Top 10 Benchmark",6/5/2012 4:32:09 PM,0.00004
18106,"Aaron Schumacher",6/5/2012 9:43:15 PM,0.09132
18116,"Samuel Charron",6/5/2012 10:55:10 PM,0.19417
18122,"Sam Phippen",6/5/2012 11:32:57 PM,0.11198
18116,"Samuel Charron",6/5/2012 11:38:41 PM,0.29273
18129,"36626",6/5/2012 11:53:52 PM,0.00004
18131,"53037",6/5/2012 11:57:15 PM,0.09132
18133,"ama19",6/6/2012 12:55:19 AM,0.65369
18133,"ama19",6/6/2012 1:46:31 AM,0.65410
18121,"Sergey",6/6/2012 1:59:13 AM,0.19338
18143,"48291",6/6/2012 2:25:31 AM,0.00004
18121,"Sergey",6/6/2012 2:33:31 AM,0.26286
18146,"Bill",6/6/2012 2:49:55 AM,0.07761
18146,"Bill",6/6/2012 2:55:59 AM,0.18023
18106,"Aaron Schumacher",6/6/2012 3:55:39 AM,0.61523
18155,"Kryptic",6/6/2012 4:37:04 AM,0.00001
18163,"51235",6/6/2012 6:00:40 AM,0.10981
18167,"44856",6/6/2012 6:13:18 AM,0.14376
18179,"55231",6/6/2012 7:54:45 AM,0.01207
18190,"35660",6/6/2012 8:56:28 AM,0.09132
18194,"Dirk Nachbar",6/6/2012 9:29:05 AM,0.61768
18192,"Teng Ren",6/6/2012 10:06:33 AM,0.03563
18197,"grep",6/6/2012 10:28:11 AM,0.09242
18181,"cherip",6/6/2012 10:32:31 AM,0.03593
18197,"grep",6/6/2012 10:57:49 AM,0.11696
18162,"65456",6/6/2012 11:57:37 AM,0.11451
18160,"70601",6/6/2012 12:47:18 PM,0.12994
18177,"zingaLoo",6/6/2012 1:12:44 PM,0.10242
18201,"Double Negative",6/6/2012 1:13:18 PM,0.09132
18162,"65456",6/6/2012 2:01:20 PM,0.13534
18208,"YoonKH",6/6/2012 2:41:58 PM,0.03794
18112,"Thomas Jungblut",6/6/2012 2:44:38 PM,0.01290
18209,"24757",6/6/2012 2:51:48 PM,0.03660
18208,"YoonKH",6/6/2012 3:03:55 PM,0.06964
18212,"66370",6/6/2012 3:21:45 PM,0.08897
18186,"cumhuronat",6/6/2012 3:40:18 PM,0.10533
18214,"robfero",6/6/2012 4:05:10 PM,0.13970
18214,"robfero",6/6/2012 4:21:53 PM,0.14943
18204,"JKARP",6/6/2012 4:30:54 PM,0.00722
18122,"Sam Phippen",6/6/2012 6:04:49 PM,0.19114
18167,"44856",6/6/2012 6:20:34 PM,0.19297
18221,"Vladimir Kibardin",6/6/2012 7:03:31 PM,0.15527
18225,"Igor Sylvester",6/6/2012 7:37:08 PM,0.40388
18206,"gdcavalcante",6/6/2012 7:57:13 PM,0.44923
18228,"ARP",6/6/2012 8:08:36 PM,0.61760
18229,"21087",6/6/2012 8:16:19 PM,0.62679
18179,"55231",6/6/2012 8:36:27 PM,0.60528
18186,"cumhuronat",6/6/2012 10:19:52 PM,0.27185
18229,"21087",6/6/2012 10:22:07 PM,0.62742
18190,"35660",6/6/2012 10:38:48 PM,0.61764
18242,"12804",6/6/2012 11:22:20 PM,0.00000
18228,"ARP",6/6/2012 11:30:38 PM,0.64395
18190,"35660",6/7/2012 12:01:36 AM,0.64388
18121,"Sergey",6/7/2012 12:10:12 AM,0.67663
18221,"Vladimir Kibardin",6/7/2012 12:13:28 AM,0.62777
