TeamId, TeamName, SubmissionDate, Score
3037,"Jeremy Howard",1/19/2011 11:18:37 AM,0.74421
3044,"StadeSchuldt",1/19/2011 9:26:47 PM,0.49949
3045,"UFRGS",1/19/2011 9:27:20 PM,0.50000
3044,"StadeSchuldt",1/19/2011 10:30:11 PM,0.72680
3044,"StadeSchuldt",1/20/2011 10:29:18 AM,0.75175
3057,"The Stig",1/20/2011 11:39:59 AM,0.73292
3058,"Rasmus Ulvund Svendsen",1/20/2011 3:04:48 PM,0.49628
3043,"Dave Kincaid",1/20/2011 6:39:46 PM,0.75494
3060,"Swedish Chef",1/20/2011 8:05:11 PM,0.74348
3061,"Dirk Nachbar",1/20/2011 9:00:39 PM,0.74236
3063,"Simon Huang",1/20/2011 9:42:50 PM,0.74328
3071,"tropical",1/21/2011 12:22:56 AM,0.77782
3070,"FcoSouza",1/21/2011 1:27:31 AM,0.58170
3060,"Swedish Chef",1/21/2011 1:39:12 AM,0.75701
3074,"Draft role",1/21/2011 1:46:20 AM,0.50000
3084,"hugo",1/21/2011 10:55:14 AM,0.70158
3086,"PedroM",1/21/2011 11:57:42 AM,0.52168
3086,"PedroM",1/21/2011 12:31:14 PM,0.76683
3084,"hugo",1/21/2011 1:05:58 PM,0.71912
3089,"Michael Jahrer",1/21/2011 1:46:49 PM,0.66908
3057,"The Stig",1/21/2011 2:10:32 PM,0.76154
3090,"TNGQ",1/21/2011 2:56:46 PM,0.64333
3094,"Ali",1/21/2011 6:21:26 PM,0.76518
3095,"Jay Ulfelder",1/21/2011 6:22:39 PM,0.67147
3100,"Tiberius Data Mining",1/21/2011 11:56:25 PM,0.72499
3070,"FcoSouza",1/22/2011 12:13:25 AM,0.69329
3100,"Tiberius Data Mining",1/22/2011 3:13:49 AM,0.75621
3094,"Ali",1/22/2011 5:09:33 AM,0.77635
3107,"Henrik",1/22/2011 6:05:24 AM,0.75117
3108,"llph",1/22/2011 6:51:58 AM,0.74792
3113,"Jason Noriega",1/22/2011 3:22:05 PM,0.70651
