TeamId, TeamName, SubmissionDate, Score
21684,"Popular SKUs",8/17/2012 10:37:39 PM,0.14523
21713,"Oliver Nowak",8/18/2012 8:17:03 PM,0.14523
21740,"Barry",8/19/2012 5:27:05 PM,0.00127
21740,"Barry",8/19/2012 5:28:09 PM,0.14523
21746,"InvincibleGuy",8/19/2012 7:13:56 PM,0.14523
21755,"Shamus Patry",8/20/2012 1:21:59 AM,0.05510
21764,"Ragnerok",8/20/2012 8:28:27 AM,0.67328
21772,"hello",8/20/2012 2:59:56 PM,0.70106
21764,"Ragnerok",8/20/2012 4:43:32 PM,0.71787
21782,"Myrrix",8/20/2012 6:45:54 PM,0.73839
21783,"AdjustedRSquared",8/20/2012 7:28:50 PM,0.12692
21783,"AdjustedRSquared",8/20/2012 7:30:37 PM,0.22748
21782,"Myrrix",8/20/2012 8:21:36 PM,0.74316
21797,"soft",8/20/2012 11:27:57 PM,0.72108
21755,"Shamus Patry",8/21/2012 12:07:15 AM,0.14523
21808,"baby",8/21/2012 1:33:32 AM,0.74228
21810,"jwcurnalia",8/21/2012 3:16:11 AM,0.14523
21756,"Gangnam Style",8/21/2012 5:24:16 AM,0.71993
21822,"fever",8/21/2012 8:55:35 AM,0.73167
21822,"fever",8/21/2012 9:20:28 AM,0.74338
21833,"Elliot",8/21/2012 1:33:14 PM,0.61501
21833,"Elliot",8/21/2012 2:35:32 PM,0.71281
21842,"Jureso",8/21/2012 4:37:20 PM,0.14523
21764,"Ragnerok",8/21/2012 5:55:08 PM,0.71815
21755,"Shamus Patry",8/22/2012 12:14:52 AM,0.70255
21756,"Gangnam Style",8/22/2012 12:26:08 AM,0.72705
21944,"CF1",8/22/2012 2:04:03 PM,0.72361
21951,"HUIST",8/22/2012 3:07:32 PM,0.14523
21833,"Elliot",8/22/2012 3:22:33 PM,0.72136
21980,"Saurabh",8/22/2012 7:25:08 PM,0.06202
21756,"Gangnam Style",8/23/2012 3:14:35 AM,0.72738
21980,"Saurabh",8/23/2012 3:43:34 AM,0.06376
21980,"Saurabh",8/23/2012 3:44:29 AM,0.14523
22057,"bhanczar",8/23/2012 3:57:27 PM,0.60822
22073,"Gleno",8/23/2012 6:05:51 PM,0.74015
22076,"Jughead & imbigdata",8/23/2012 8:15:12 PM,0.48386
22057,"bhanczar",8/23/2012 9:51:29 PM,0.71469
21755,"Shamus Patry",8/24/2012 1:20:25 AM,0.70257
21756,"Gangnam Style",8/24/2012 2:35:01 AM,0.73285
21980,"Saurabh",8/24/2012 3:18:53 AM,0.72616
21756,"Gangnam Style",8/24/2012 7:04:24 AM,0.73300
22057,"bhanczar",8/24/2012 6:30:29 PM,0.71698
22151,"FastTurtle",8/24/2012 11:46:01 PM,0.71300
21756,"Gangnam Style",8/25/2012 1:25:17 AM,0.73417
21764,"Ragnerok",8/25/2012 5:13:27 AM,0.73291
22057,"bhanczar",8/25/2012 6:32:51 AM,0.72797
22171,"Matrix",8/25/2012 10:17:28 AM,0.13162
21944,"CF1",8/25/2012 3:53:32 PM,0.73891
21764,"Ragnerok",8/25/2012 7:12:38 PM,0.73730
22201,"NV",8/25/2012 9:12:00 PM,0.14523
22202,"vicky",8/25/2012 9:12:54 PM,0.14523
22203,"doug chang",8/25/2012 9:16:59 PM,0.14523
22204,"SuddenlySingle",8/25/2012 9:30:12 PM,0.14523
21755,"Shamus Patry",8/26/2012 12:48:59 AM,0.70862
